NAME,geometry,geoid,DR_COUNT,EM_COUNT,ihProgramDeclared,paProgramDeclared,femaDeclarationString_EM,femaDeclarationString_DR,POPUNI_23,PRED0_E_23,PRED0_M_23,PRED0_PE_23,PRED0_PM_23,PRED12_E_23,PRED12_M_23,PRED12_PE_23,PRED12_PM_23,PRED3_E_23,PRED3_M_23,PRED3_PE_23,PRED3_PM_23,COAST_CTY,PCT3_23,PCT3_LB_23,PCT3_UB_23,PCT3_ST_23,PCT3_ST_LB_23,PCT3_ST_UB_23,HRCN_PCT3_23,HRCN_PCT3_LB_23,HRCN_PCT3_UB_23,POPESTIMATE2024,Total_Pop_E_23,Total_Pop_M_23,HSE_Units_E_23,HSE_Units_M_23,HSE_Occ_E_23,HSE_Occ_M_23,HSE_Occ_PE_23,HSE_Occ_PM_23,Own_E_23,Own_M_23,Own_PE_23,Own_PM_23,Rent_E_23,Rent_M_23,Rent_PE_23,Rent_PM_23,DEP_Ratio_E_23,DEP_Ratio_M_23,HHLD_SSI_E_23,HHLD_SSI_M_23,HHLD_SSI_PE_23,HHLD_SSI_PM_23,HHLD_Cash_Assist_E_23,HHLD_Cash_Assist_M_23,HHLD_Cash_Assist_PE_23,HHLD_Cash_Assist_PM_23,HHLD_SNAP_E_23,HHLD_SNAP_M_23,HHLD_SNAP_PE_23,HHLD_SNAP_PM_23,HHLD_ASSIST_or_SNAP_PE_23,HHLD_ASSIST_or_SNAP_PM_23,Under_18_E_23,Under_18_M_23,Under_18_PE_23,Under_18_PM_23,65_plus_E_23,65_plus_M_23,65_plus_PE_23,65_plus_PM_23,Disability_E_23,Disability_M_23,Disability_PE_23,Disability_PM_23,ENG_LVW_E_23,ENG_LVW_M_23,ENG_LVW_PE_23,ENG_LVW_PM_23,RURAL_POP_DEC_2020,TOTAL_POP_DEC_2020,HOUSEHOLDS_DEC_2020,MULTIGEN_DEC_2020,ALAND,RURAL_POP_P_DEC_2020,MULTIGEN_P_DEC_2020,POP_DENSITY_DEC_2020,RURAL_POP_PF_DEC_2020,SAEMHI_PT_23,SAEMHI_MOE_23,SAEPOVALL_PT_23,SAEPOVALL_MOE_23,SAEPOVRTALL_PT_23,SAEPOVRTALL_MOE_23,SAEPOVU_ALL_23,UNEMP_PE_M01_24,UNEMP_M01_24,LABOR_FORCE_M01_24,UNEMP_PE_M02_24,UNEMP_M02_24,LABOR_FORCE_M02_24,UNEMP_PE_M03_24,UNEMP_M03_24,LABOR_FORCE_M03_24,UNEMP_PE_M04_24,UNEMP_M04_24,LABOR_FORCE_M04_24,UNEMP_PE_M05_24,UNEMP_M05_24,LABOR_FORCE_M05_24,UNEMP_PE_M06_24,UNEMP_M06_24,LABOR_FORCE_M06_24,UNEMP_PE_M07_24,UNEMP_M07_24,LABOR_FORCE_M07_24,UNEMP_PE_M08_24,UNEMP_M08_24,LABOR_FORCE_M08_24,UNEMP_PE_M09_24,UNEMP_M09_24,LABOR_FORCE_M09_24,UNEMP_PE_M10_24,UNEMP_M10_24,LABOR_FORCE_M10_24,UNEMP_PE_M11_24,UNEMP_M11_24,LABOR_FORCE_M11_24,UNEMP_PE_M12_24,UNEMP_M12_24,LABOR_FORCE_M12_24,UNEMP_PE_M01_25,UNEMP_M01_25,LABOR_FORCE_M01_25,UNEMP_PE_M02_25,UNEMP_M02_25,LABOR_FORCE_M02_25,UNEMP_PE_M03_25,UNEMP_M03_25,LABOR_FORCE_M03_25,UNEMP_PE_M04_25,UNEMP_M04_25,LABOR_FORCE_M04_25,UNEMP_PE_M05_25,UNEMP_M05_25,LABOR_FORCE_M05_25,UNEMP_PE_M06_25,UNEMP_M06_25,LABOR_FORCE_M06_25,HSE_Occ_PF_23,Own_PF_23,Rent_PF_23,PRED0_PF_23,PRED12_PF_23,PRED3_PF_23,DEP_Ratio_F_23,HHLD_SSI_PF_23,HHLD_Cash_Assist_PF_23,HHLD_SNAP_PF_23,HHLD_ASSIST_or_SNAP_PF_23,Under_18_PF_23,65_plus_PF_23,Disability_PF_23,ENG_LVW_PF_23,MAX_OUTAGE,total_customers,Run Start Time,MAX_OUTAGE_RUN_START_TIME,MAX_PERCENTAGE_OUT,Wind_Swath_Mode,Wind_Swath_Max,totPrecip,femaDeclarationString_IA,incidentType,disasterNumber,damagedStateAbbreviation,utilitiesOut,accessFunctionalNeeds,destroyed,validReg,ihpReferral,haReferral,onaReferral,ihpEligible,haEligible,onaEligible,habitabilityRepairsRequired,haMax,ihOwners,haEligibleOwners,onaEligibleOwners,haMaxOwners,validReg_Prop,haEligible_Prop,onaEligible_Prop,ihOwners_P,haEligible_Owners_P,onaEligible_Owners_P,haMax_Owners_P
"Alachua County, Florida","POLYGON ((-82.658554 29.830144, -82.641377 29.827423, -82.63083 29.84247, -82.630646 29.842782, -82.619357 29.85922, -82.608466 29.852927, -82.586792 29.867668, -82.592553 29.887515, -82.575876 29.894865, -82.578786 29.915362, -82.529705 29.940881, -82.525368 29.94496, -82.484248 29.939625, -82.472129 29.926547, -82.448948 29.931515, -82.426292 29.921807, -82.418728 29.923093, -82.406629 29.914054, -82.398771 29.887319, -82.373893 29.879292, -82.334558 29.87845, -82.314176 29.867604, -82.305027 29.853171, -82.283874 29.845257, -82.272563 29.843011, -82.24245 29.852459, -82.233514 29.845297, -82.190271 29.848087, -82.173204 29.836976, -82.1471 29.838728, -82.13853 29.835959, -82.123923 29.823686, -82.124054 29.805289, -82.109123 29.783085, -82.079348 29.776005, -82.082095 29.763572, -82.057931 29.747822, -82.055625 29.718232, -82.050291 29.709735, -82.056071 29.656846, -82.055337 29.59482, -82.056104 29.50802, -82.055899 29.471232, -82.055643 29.441847, -82.080943 29.440386, -82.099886 29.418664, -82.105688 29.435966, -82.109795 29.435379, -82.134505 29.435041, -82.148519 29.417178, -82.167122 29.427051, -82.193626 29.420935, -82.207237 29.42727, -82.216878 29.45504, -82.211661 29.466056, -82.188795 29.454425, -82.211449 29.484067, -82.24389 29.484271, -82.287204 29.484331, -82.40662 29.485048, -82.412932 29.485092, -82.496247 29.485499, -82.523096 29.479266, -82.556766 29.480055, -82.556511 29.511982, -82.557106 29.537466, -82.639496 29.536144, -82.656331 29.53562, -82.656301 29.564811, -82.657043 29.726635, -82.658554 29.830144))",12001,1,1,1,1,EM-3615-FL,DR-4828-FL,269665,100308,10123,37.2,3.75,115980,10399,43.01,3.86,53377,8069,19.79,2.99,No,31.17,15.65,53.05,20.15,7.46,47.76,32.36,16.09,53.76,291782,281751,0,125702,238,112776,1105,89.7,0.9,60974,1226,54.1,1.1,51802,1488,45.9,1.1,48.8,0.1,4346,549,3.9,0.5,2448,491,2.2,0.4,9970,933,8.8,0.8,10.0,0.9,50339,55,17.9,0.1,42114,3,14.9,0.1,32413,1570,11.6,0.6,9005,907,3.4,0.3,64720,278468,112723,3775,2267912994.0,23.2,3.3,318.01,1,61843,4465,49524,5780,18.5,2.2,267829,3.5,5021,141522,3.4,4900,142598,3.7,5252,141393,3.2,4572,144184,3.6,5011,140576,4.3,6017,140713,4.2,5915,140950,4.3,5978,140618,3.6,5312,145670,3.9,5601,145256,4.0,5821,144313,3.4,4902,142580,4.1,5828,143750,4.1,5923,144747,4.1,5978,145529,3.8,5570,146165,4.1,5920,142694,4.7,6616,142021,0,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,89495,141425,2024-09-27 06:00:00+00:00,2024-09-27 06:00:00+00:00,63.3,50,50,2.1,DR-4828-FL,Hurricane,4828.0,FL,2939,0,5,8246,5985,4836,5304,2881,452,2877,722,1,3624,352,1171,1,7.3,0.4,2.6,43.9,77.9,40.7,100.0
"Baker County, Florida","POLYGON ((-82.459581 30.584264, -82.4189159951919 30.5817349193742, -82.374877 30.578996, -82.287373 30.573451, -82.258129 30.571552, -82.24987 30.570856, -82.214867 30.568584, -82.2148461613534 30.5685089992323, -82.214413 30.56695, -82.218607 30.564395, -82.223053 30.563202, -82.227282 30.561033, -82.231944 30.556262, -82.235631 30.544877, -82.235848 30.537178, -82.23498 30.533057, -82.23078 30.526749, -82.229427 30.520814, -82.230405 30.51733, -82.226961 30.510271, -82.225054 30.50782, -82.218541 30.504177, -82.212879 30.498741, -82.206472 30.491867, -82.201443 30.485154, -82.200965 30.474427, -82.204641 30.468857, -82.207735 30.460492, -82.207549 30.456916, -82.206067 30.455495, -82.20485 30.451828, -82.204002 30.444495, -82.206513 30.437069, -82.209897 30.432806, -82.210318 30.424577, -82.204177 30.401316, -82.192966 30.378765, -82.189873 30.375924, -82.183823 30.373698, -82.180043 30.36861, -82.1719966251191 30.3603310272083, -82.171533 30.359854, -82.170079 30.358914, -82.165217 30.35802, -82.161782 30.357836, -82.158134 30.359898, -82.143306 30.363378, -82.116408 30.36732, -82.104857 30.368305, -82.102523 30.367809, -82.101439 30.366541, -82.101821 30.365321, -82.1001429509055 30.3642462652382, -82.094709 30.360766, -82.081128 30.358791, -82.068554 30.359169, -82.060055 30.360313, -82.05009 30.362323, -82.0499665504695 30.3623762347418, -82.049702 30.292389, -82.049236 30.273432, -82.049411 30.186933, -82.049425 30.143136, -82.142578 30.143117, -82.287015 30.141734, -82.443667 30.138086, -82.458364 30.136449, -82.457073 30.442757, -82.4597924203985 30.5842766709258, -82.459581 30.584264))",12003,1,0,1,1,,DR-4828-FL,27462,11209,1830,40.82,6.66,10867,1906,39.57,6.94,5386,1582,19.61,5.76,Yes,29.72,5.34,68.31,17.91,1.49,68.65,0.0,0.0,0.0,29325,28186,0,10013,30,9012,295,90.0,2.9,7498,423,83.2,3.8,1514,350,16.8,3.8,64.6,1.6,705,243,7.8,2.7,82,56,0.9,0.6,1652,348,18.3,3.8,18.6,3.8,6814,39,24.2,0.1,4253,163,15.1,0.6,3812,556,15.1,2.2,224,133,0.8,0.5,17378,28259,9087,596,1515738965.0,61.5,6.6,48.29,2,69399,6956,3328,833,12.5,3.1,26712,3.1,366,11991,3.0,364,12000,3.0,364,12068,2.8,337,12081,3.0,369,12142,3.5,426,12280,3.5,436,12304,3.6,437,12289,3.2,395,12289,3.4,419,12238,3.6,439,12181,3.2,387,12158,3.8,463,12214,3.8,467,12148,3.6,443,12174,3.5,429,12173,3.7,446,12182,4.0,494,12243,0,1,-1,0,0,0,0,0,-1,1,1,1,-1,0,-1,11299,17134,2024-09-27 11:00:00+00:00,2024-09-27 11:00:00+00:00,65.9,50,50,1.5,DR-4828-FL,Hurricane,4828.0,FL,388,0,0,979,641,539,570,358,79,357,112,0,612,73,220,0,10.9,0.9,4.0,62.5,92.4,61.6,0.0
"Bay County, Florida","POLYGON ((-85.995732 30.274656, -85.995528 30.281311, -85.994712 30.311702, -85.992736 30.38932, -85.981834 30.39219, -85.965585 30.410279, -85.940246 30.408622, -85.921516 30.41583, -85.907638 30.405819, -85.883984 30.410253, -85.870358 30.419764, -85.8535 30.440623, -85.688072 30.438859, -85.548601 30.437303, -85.487988 30.437017, -85.487266 30.471399, -85.486424 30.56323, -85.485651 30.567569, -85.434782 30.56756, -85.383948 30.566856, -85.385789 30.480488, -85.389656 30.248992, -85.389679 30.200973, -85.391296 30.027635, -85.388427 29.928371, -85.3886762139845 29.9243546048056, -85.3886855748733 29.9243626833052, -85.405052 29.938487, -85.425956 29.949888, -85.4476600584369 29.9559789889468, -85.460488 29.959579, -85.469425 29.957788, -85.487764 29.961227, -85.509148 29.971466, -85.541176 29.995791, -85.571907 30.02644, -85.58139 30.037783, -85.588242 30.055543, -85.601178 30.056342, -85.618254 30.065481, -85.6310514902991 30.0707517019581, -85.637285 30.073319, -85.653251 30.077839, -85.69681 30.09689, -85.730054 30.118153, -85.74993 30.136537, -85.7587568903498 30.1433812616321, -85.772285918576 30.1538715028314, -85.775405 30.15629, -85.7903921452868 30.1655089314422, -85.811219 30.17832, -85.8200745796342 30.1832558816596, -85.8313137587657 30.1895203228859, -85.8666545333212 30.2092183989203, -85.878138 30.215619, -85.8953009924425 30.2242676628059, -85.9197727119432 30.2365992915093, -85.9226 30.238024, -85.9358884806809 30.2436523211552, -85.9959294103157 30.2690825898638, -85.995732 30.274656))",12005,1,1,0,1,EM-3615-FL,DR-4828-FL,188961,65265,6860,34.54,3.63,87317,6989,46.21,3.7,36379,5378,19.25,2.85,Yes,26.83,13.8,48.44,14.92,5.97,41.79,27.74,14.04,48.97,199718,181368,0,106209,61,76118,1106,71.7,1.0,51976,1279,68.3,1.4,24142,1105,31.7,1.4,64.6,0.1,3702,567,4.9,0.7,1877,404,2.5,0.5,9623,728,12.6,0.9,13.6,1.0,38149,0,21.0,0.0,33065,14,18.2,0.1,32100,1589,18.2,0.9,6653,807,3.9,0.5,24897,175216,70134,3274,1964821464.0,14.2,4.7,230.97,1,70859,3141,22023,3525,11.8,1.9,187105,3.6,3233,89448,3.3,2965,90313,3.1,2815,92202,2.8,2607,92307,3.0,2771,93113,3.4,3232,94627,3.6,3416,94750,3.5,3299,94425,3.3,3123,93391,3.3,3070,92493,3.5,3173,91491,3.2,2936,91402,4.0,3660,92190,3.9,3534,91782,3.4,3170,92313,3.4,3151,92363,3.4,3130,92254,3.9,3614,92697,-1,1,-1,0,0,0,1,0,0,0,0,-1,1,1,-1,1114,125980,2024-09-27 06:15:00+00:00,2024-09-27 06:15:00+00:00,0.9,34,34,5.9,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bradford County, Florida","POLYGON ((-82.415652 29.926326, -82.362818 29.934237, -82.358025 29.933574, -82.345363 29.950161, -82.342569 29.961086, -82.307409 29.956156, -82.273999 29.998323, -82.259971 30.02809, -82.225638 30.034264, -82.184015 30.066846, -82.169681 30.099412, -82.14734 30.109985, -82.137909 30.127354, -82.142578 30.143117, -82.049425 30.143136, -82.049389 30.110447, -82.049201 30.055904, -82.047737 29.993716, -82.047987 29.91024, -82.047415 29.864887, -82.046649 29.795152, -82.046112 29.747129, -82.049244 29.71867, -82.055625 29.718232, -82.057931 29.747822, -82.082095 29.763572, -82.079348 29.776005, -82.109123 29.783085, -82.124054 29.805289, -82.123923 29.823686, -82.13853 29.835959, -82.1471 29.838728, -82.173204 29.836976, -82.190271 29.848087, -82.233514 29.845297, -82.24245 29.852459, -82.272563 29.843011, -82.283874 29.845257, -82.305027 29.853171, -82.314176 29.867604, -82.334558 29.87845, -82.373893 29.879292, -82.398771 29.887319, -82.406629 29.914054, -82.418728 29.923093, -82.415652 29.926326))",12007,1,1,1,1,EM-3615-FL,DR-4828-FL,25524,7218,1448,28.28,5.67,12559,1531,49.2,6.0,5747,1309,22.52,5.13,No,50.34,18.73,78.81,42.53,10.45,80.59,0.0,0.0,0.0,28075,27888,0,10826,30,9104,367,84.1,3.4,6451,451,70.9,4.4,2653,429,29.1,4.4,62.9,1.7,829,221,9.1,2.4,253,125,2.8,1.3,1646,333,18.1,3.5,19.4,3.6,5712,98,20.5,0.4,5055,170,18.1,0.6,4502,602,18.7,2.5,200,156,0.8,0.6,20024,28303,9462,583,761368539.0,70.7,6.2,96.28,2,59468,6234,3871,901,15.4,3.6,25142,3.5,359,10289,3.6,370,10366,3.6,371,10359,3.1,320,10255,3.5,356,10221,4.1,424,10271,4.1,420,10284,4.0,414,10373,3.8,393,10468,3.8,395,10399,3.9,406,10322,3.6,369,10248,4.3,452,10405,4.1,423,10346,3.8,398,10349,3.8,394,10329,3.9,404,10286,4.6,473,10300,-1,1,-1,-1,0,0,0,1,0,1,1,-1,1,1,-1,9072,20147,2024-09-27 09:00:00+00:00,2024-09-27 09:00:00+00:00,45.0,50,50,1.3,DR-4828-FL,Hurricane,4828.0,FL,239,0,1,886,667,569,611,392,131,392,171,0,517,107,239,0,9.7,1.4,4.3,58.4,81.7,61.0,0.0
"Calhoun County, Florida","POLYGON ((-85.389656 30.248992, -85.385789 30.480488, -85.383948 30.566856, -85.171891 30.564336, -85.165147 30.60486, -85.167713 30.608026, -85.013167 30.6061, -84.932519 30.606393, -84.944318 30.581694, -84.965418 30.580194, -84.962218 30.563594, -84.992279 30.519315, -84.999916 30.472418, -84.987441 30.464901, -85.001534 30.449781, -84.981229 30.444129, -85.000777 30.437243, -85.031882 30.422648, -85.014572 30.394269, -85.026242 30.375589, -85.040199 30.372089, -85.027898 30.360843, -85.04277 30.352466, -85.045328 30.324745, -85.034133 30.313681, -85.047564 30.312791, -85.057253 30.301301, -85.052777 30.287406, -85.063951 30.270863, -85.059092 30.263229, -85.076768 30.250989, -85.081336 30.228531, -85.092076 30.227568, -85.102962 30.211726, -85.11823 30.210491, -85.11566 30.199976, -85.191279 30.2008, -85.208163 30.200922, -85.383066 30.201339, -85.389679 30.200973, -85.389656 30.248992))",12013,1,1,0,1,EM-3615-FL,DR-4828-FL,12159,3297,786,27.12,6.46,5674,828,46.67,6.81,3188,706,26.22,5.81,Yes,74.61,37.05,91.18,76.11,28.36,94.02,0.0,0.0,0.0,13278,13593,0,5663,20,4625,225,81.7,3.9,3556,243,76.9,4.6,1069,229,23.1,4.6,60.8,2.3,474,153,10.2,3.2,80,53,1.7,1.2,1042,203,22.5,4.1,23.3,4.1,2713,110,20.0,0.8,2428,62,17.9,0.5,2849,375,24.1,3.2,196,98,1.5,0.8,13648,13648,4784,238,1469394597.0,100.0,5.0,24.06,3,47523,5489,2713,520,22.9,4.4,11870,3.5,173,4964,3.4,171,4966,3.4,173,5093,3.3,167,5065,3.6,181,5076,4.1,208,5125,4.3,211,4957,4.0,203,5062,3.7,192,5136,3.8,193,5143,3.9,201,5090,3.3,167,5058,4.1,209,5149,4.1,211,5133,3.7,193,5157,3.7,190,5174,3.6,188,5179,4.3,222,5165,-1,1,-1,-1,0,0,-1,1,0,1,1,-1,1,1,-1,615,10759,2024-09-27 12:15:00+00:00,2024-09-27 12:15:00+00:00,5.7,34,34,7.9,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Charlotte County, Florida","POLYGON ((-82.35266 26.945936, -82.337275 26.94588, -82.323284 26.945675, -82.304261 26.945642, -82.288996 26.945506, -82.263651 26.94533, -82.255521 26.945264, -82.255297 27.000336, -82.255183 27.031137, -82.252252 27.032985, -82.204768 27.03284, -82.203442 27.032843, -82.1944 27.032826, -82.177185 27.032789, -82.15616 27.032732, -82.15082 27.032704, -82.13893 27.032627, -82.118728 27.032503, -82.076404 27.03212, -82.067588 27.032079, -82.057506 27.032119, -82.040198 27.03195, -81.999648 27.031705, -81.99154 27.032075, -81.991139 27.032228, -81.983242 27.03525, -81.958556 27.035049, -81.771689 27.033911, -81.562624 27.033835, -81.562531 27.033687, -81.565748 26.769601, -81.661695 26.769609, -81.805526 26.769745, -81.878528 26.769934, -81.879008 26.769937, -81.89214 26.769967, -81.931333 26.770051, -82.03816 26.770367, -82.061068 26.770423, -82.0620292851376 26.7704391019286, -82.061401 26.774279, -82.061401 26.789228, -82.055076 26.802452, -82.0561164765319 26.8095265166069, -82.057951 26.822, -82.058526 26.838674, -82.056801 26.858797, -82.059101 26.876621, -82.0615828015751 26.8785300015059, -82.066575 26.88237, -82.090723 26.888694, -82.093023 26.906518, -82.0925712304766 26.9091379489612, -82.090148 26.923191, -82.083249 26.927791, -82.067725 26.927791, -82.0669411361139 26.9282614001404, -82.061976 26.931241, -82.061401 26.938715, -82.0616627832629 26.9404600699941, -82.063126 26.950214, -82.076349 26.958263, -82.0823642508795 26.9581536248852, -82.107972 26.957688, -82.1130393549983 26.9557880861627, -82.117171 26.954239, -82.124645 26.945615, -82.137294 26.926066, -82.162017 26.925491, -82.1672262204231 26.9238879484917, -82.169491 26.923191, -82.175241 26.916867, -82.172941 26.897319, -82.156267 26.851898, -82.147068 26.789803, -82.151093 26.783479, -82.172941 26.778879, -82.17869 26.772555, -82.191112 26.7703354182162, -82.221492 26.781754, -82.261346 26.788862, -82.2716991509411 26.7895164213546, -82.289086 26.827784, -82.301736 26.841588, -82.314004999635 26.8580069710019, -82.329889999998 26.8792650497439, -82.3407353024991 26.8937787601172, -82.351649 26.908384, -82.3757372343028 26.9460410197591, -82.35266 26.945936))",12015,1,1,1,1,EM-3615-FL,DR-4828-FL,204260,53703,7223,26.29,3.54,97732,7881,47.85,3.86,52825,6736,25.86,3.3,Yes,72.7,51.52,84.18,73.13,46.26,86.56,72.94,52.05,86.64,212122,195083,0,114821,127,87376,1263,76.1,1.1,72670,1145,83.2,1.0,14706,990,16.8,1.0,109.5,0.3,3448,459,3.9,0.5,1885,428,2.2,0.5,6413,554,7.3,0.6,8.4,0.7,23070,0,11.8,0.0,78873,113,40.4,0.1,40057,1800,21.0,0.9,5966,777,3.1,0.4,12145,186847,85846,2507,1764084561.0,6.5,2.9,274.32,1,71381,3822,18491,2963,9.1,1.5,202247,4.0,3061,76860,3.9,3007,77783,3.6,2797,78131,3.5,2713,77603,3.7,2847,77531,4.1,3190,77495,4.7,3627,77522,4.5,3507,77313,4.5,3485,77393,4.6,3510,77012,4.6,3510,76795,4.1,3125,77116,4.8,3757,78066,4.7,3697,77963,4.2,3305,77962,4.4,3418,77771,4.4,3393,77459,5.0,3826,77232,-1,1,-1,-1,0,1,1,-1,0,-1,-1,-1,1,1,-1,21898,137611,2024-09-27 03:00:00+00:00,2024-09-27 03:00:00+00:00,15.9,34,34,3.9,DR-4828-FL,Hurricane,4828.0,FL,1569,0,3,7251,6249,5055,5919,4560,1430,4556,2485,6,4849,1240,3195,6,8.3,1.6,5.2,66.9,86.7,70.1,100.0
"Citrus County, Florida","POLYGON ((-82.755421 29.001865, -82.728082 29.014823, -82.712039 29.030834, -82.689814 29.033962, -82.675472 29.026196, -82.652692 29.023035, -82.612653 29.009271, -82.602131 29.013451, -82.593616 29.030039, -82.576974 29.028065, -82.565931 29.034809, -82.556737 29.033605, -82.535591 29.044855, -82.534922 29.040866, -82.508131 29.037479, -82.472923 29.051203, -82.464326 29.045191, -82.458566 29.04765, -82.418226 29.01305, -82.401415 29.018606, -82.393503 29.008006, -82.366411 29.002616, -82.349612 28.988672, -82.320274 28.973146, -82.315836 28.973271, -82.3154 28.970504, -82.313255 28.96928, -82.312254 28.966645, -82.311697 28.960391, -82.297091 28.948354, -82.276092 28.904674, -82.242235 28.876425, -82.231952 28.856582, -82.221373 28.851829, -82.183637 28.823626, -82.169779 28.796715, -82.169289 28.791929, -82.186898 28.779501, -82.183229 28.763849, -82.210702 28.754063, -82.241926 28.723782, -82.249207 28.717393, -82.248603 28.701494, -82.263052 28.667634, -82.268422 28.666915, -82.32269 28.666853, -82.359878 28.665954, -82.417785 28.665898, -82.418353 28.694859, -82.451416 28.694813, -82.507397 28.694671, -82.552402 28.694642, -82.552629 28.694635, -82.6689175088669 28.694076625066, -82.668722 28.695658, -82.712373 28.720921, -82.698281 28.75701, -82.7144190056715 28.8040371098197, -82.730245 28.850155, -82.688864 28.905609, -82.6946037186202 28.9170208325861, -82.702618 28.932955, -82.708793 28.935979, -82.723861 28.953506, -82.7280480604485 28.9606186866426, -82.735754 28.973709, -82.737872 28.995703, -82.758906169124 28.9932767295988, -82.755421 29.001865))",12017,1,1,1,1,EM-3615-FL,DR-4828-FL,165976,40257,5678,24.25,3.42,81103,6201,48.86,3.74,44616,5393,26.88,3.25,Yes,77.87,58.36,86.98,82.08,55.22,89.54,79.44,59.24,89.37,170174,158693,0,83417,76,69701,944,83.6,1.2,59129,1098,84.8,1.1,10572,779,15.2,1.1,104.7,0.2,4219,483,6.1,0.7,1733,386,2.5,0.6,8423,815,12.1,1.2,12.9,1.2,23508,0,14.8,0.0,57659,87,36.3,0.1,33577,1714,21.5,1.1,2770,468,1.8,0.3,38421,153843,69438,2380,1507201245.0,25.0,3.4,264.37,1,54447,3257,25675,3547,15.7,2.2,163929,5.0,2674,53451,4.8,2581,53311,4.5,2435,53792,4.3,2291,53547,4.6,2439,53603,5.1,2796,54429,5.8,3090,53700,5.4,2948,54588,5.3,2878,54425,5.3,2866,54214,5.2,2767,53422,4.7,2533,53454,5.8,3118,54056,5.7,3075,53859,5.1,2740,53891,5.2,2807,54126,5.2,2784,53920,5.8,3168,54424,-1,1,-1,-1,1,1,1,1,0,0,0,-1,1,1,-1,34878,110218,2024-09-27 06:45:00+00:00,2024-09-27 06:45:00+00:00,31.6,50,64,1.9,DR-4828-FL,Hurricane,4828.0,FL,1108,0,3,5433,4456,3528,4214,3222,994,3222,1934,5,3701,864,2314,5,7.8,1.4,4.6,68.1,86.9,71.8,100.0
"Clay County, Florida","POLYGON ((-82.049411 30.186933, -81.9204 30.186941, -81.890725 30.187539, -81.868048 30.188018, -81.837585 30.188624, -81.825991 30.188748, -81.825865 30.18875, -81.80406 30.189118, -81.798227 30.188998, -81.764308 30.189339, -81.739472 30.189329, -81.73349 30.193466, -81.725203 30.191008, -81.711348 30.191193, -81.703442 30.189034, -81.702036 30.191424, -81.679626 30.190495, -81.690516 30.17194, -81.692116 30.14474, -81.690446 30.139805, -81.680215 30.12124, -81.680073 30.086621, -81.690458 30.042834, -81.688876 30.028566, -81.685403 30.020601, -81.678243 30.012233, -81.658017 30.000124, -81.624812 29.981572, -81.605575 29.964686, -81.599341 29.9381, -81.608356 29.915695, -81.599013 29.875422, -81.583457 29.844556, -81.581207 29.840176, -81.797218 29.836649, -81.797232 29.83665, -81.821872 29.82634, -81.861994 29.800187, -81.89068 29.79821, -81.919525 29.786869, -81.924906 29.774832, -81.939427 29.747497, -81.982559 29.745777, -82.00707 29.73949, -82.028917 29.718681, -82.049244 29.71867, -82.046112 29.747129, -82.046649 29.795152, -82.047415 29.864887, -82.047987 29.91024, -82.047737 29.993716, -82.049201 30.055904, -82.049389 30.110447, -82.049425 30.143136, -82.049411 30.186933))",12019,1,0,0,1,,DR-4828-FL,232025,91365,8249,39.38,3.56,103607,8372,44.65,3.61,37053,6338,15.97,2.73,Yes,8.43,4.13,26.24,4.48,1.49,16.42,9.93,3.08,26.71,236760,223436,0,87165,83,81757,536,93.8,0.6,62335,1064,76.2,1.3,19422,1096,23.8,1.3,66.0,0.2,2890,534,3.5,0.7,1491,350,1.8,0.4,7072,864,8.7,1.1,9.7,1.1,51316,140,23.0,0.1,37541,7,16.8,0.1,29417,1396,13.4,0.6,6651,899,3.1,0.4,31483,218245,78939,4840,1565900894.0,14.4,6.1,360.98,1,82249,4929,18198,3221,7.9,1.4,229775,3.3,3772,113435,3.2,3663,113510,3.2,3656,114115,2.9,3367,114231,3.1,3567,114624,3.6,4220,115915,3.7,4347,116149,3.6,4202,115952,3.4,3935,116116,3.5,4012,115667,3.6,4086,114989,3.2,3662,114901,3.8,4416,115393,3.8,4403,114790,3.6,4113,114934,3.5,4001,114982,3.6,4117,114979,4.1,4764,115635,1,1,-1,1,0,-1,1,-1,-1,-1,-1,1,0,0,-1,36385,105041,2024-09-27 11:15:00+00:00,2024-09-27 11:15:00+00:00,34.6,50,50,1.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
